LineKey,PrimaryKey,TRANSECT,GapStart,GapEnd,Gap,LineLengthAmount,GapMin,Measure,RecType
221G,221G,15,2017,2034,17,90,10,1,C
221G,221G,15,2200,2260,60,90,10,1,C
221G,221G,15,2494,2512,18,90,10,1,C
221G,221G,15,2554,2565,11,90,10,1,C
221G,221G,15,2581,2605,24,90,10,1,C
221G,221G,28,0,29,29,90,10,1,C
221G,221G,28,73,91,18,90,10,1,C
221G,221G,28,113,134,21,90,10,1,C
221G,221G,28,206,235,29,90,10,1,C
221G,221G,28,249,273,24,90,10,1,C
221G,221G,28,377,390,13,90,10,1,C
221G,221G,28,447,483,36,90,10,1,C
221G,221G,28,591,610,19,90,10,1,C
221G,221G,28,813,839,26,90,10,1,C
221G,221G,28,1136,1156,20,90,10,1,C
221G,221G,28,1188,1209,21,90,10,1,C
221G,221G,28,1301,1326,25,90,10,1,C
221G,221G,28,1336,1353,17,90,10,1,C
221G,221G,28,1749,1767,18,90,10,1,C
221G,221G,28,2007,2045,38,90,10,1,C
221G,221G,28,2080,2099,19,90,10,1,C
221G,221G,28,2261,2282,21,90,10,1,C
221G,221G,28,2439,2452,13,90,10,1,C
221G,221G,28,2547,2566,19,90,10,1,C
221G,221G,28,2588,2607,19,90,10,1,C
221G,221G,28,2639,2668,29,90,10,1,C
221G,221G,28,2686,2703,17,90,10,1,C
221G,221G,28,2839,2852,13,90,10,1,C
221G,221G,28,2881,2892,11,90,10,1,C
222A,222A,2,0,60,60,90,10,1,C
222A,222A,2,65,112,47,90,10,1,C
222A,222A,2,123,161,38,90,10,1,C
222A,222A,2,220,260,40,90,10,1,C
222A,222A,2,290,300,10,90,10,1,C
222A,222A,2,448,494,46,90,10,1,C
222A,222A,2,502,519,17,90,10,1,C
222A,222A,2,634,706,72,90,10,1,C
222A,222A,2,748,805,57,90,10,1,C
222A,222A,2,821,832,11,90,10,1,C
222A,222A,2,843,981,138,90,10,1,C
222A,222A,2,986,1000,14,90,10,1,C
222A,222A,2,1030,1045,15,90,10,1,C
222A,222A,2,1051,1102,51,90,10,1,C
222A,222A,2,1233,1245,12,90,10,1,C
222A,222A,2,2035,2061,26,90,10,1,C
222A,222A,2,2090,2111,21,90,10,1,C
222A,222A,2,2133,2173,40,90,10,1,C
222A,222A,2,2180,2195,15,90,10,1,C
222A,222A,2,2222,2249,27,90,10,1,C
222A,222A,2,2261,2271,10,90,10,1,C
222A,222A,2,2697,2725,28,90,10,1,C
222A,222A,2,2822,2846,24,90,10,1,C
222A,222A,15,10,86,76,90,10,1,C
222A,222A,15,93,113,20,90,10,1,C
222A,222A,15,120,176,56,90,10,1,C
222A,222A,15,192,208,16,90,10,1,C
222A,222A,15,217,280,63,90,10,1,C
222A,222A,15,322,367,45,90,10,1,C
222A,222A,15,395,412,17,90,10,1,C
222A,222A,15,417,444,27,90,10,1,C
222A,222A,15,468,485,17,90,10,1,C
222A,222A,15,500,515,15,90,10,1,C
222A,222A,15,532,566,34,90,10,1,C
222A,222A,15,579,602,23,90,10,1,C
222A,222A,15,616,636,20,90,10,1,C
222A,222A,15,676,714,38,90,10,1,C
222A,222A,15,727,790,63,90,10,1,C
222A,222A,15,798,829,31,90,10,1,C
222A,222A,15,835,930,95,90,10,1,C
222A,222A,15,972,984,12,90,10,1,C
222A,222A,15,993,1016,23,90,10,1,C
222A,222A,15,1032,1067,35,90,10,1,C
222A,222A,15,1273,1432,159,90,10,1,C
222A,222A,15,1444,1515,71,90,10,1,C
222A,222A,15,1525,1586,61,90,10,1,C
222A,222A,15,1641,1674,33,90,10,1,C
222A,222A,15,1691,1748,57,90,10,1,C
222A,222A,15,1770,1781,11,90,10,1,C
222A,222A,15,1787,1830,43,90,10,1,C
222A,222A,15,1842,1853,11,90,10,1,C
222A,222A,15,1869,1907,38,90,10,1,C
222A,222A,15,1916,1931,15,90,10,1,C
222A,222A,15,1940,1970,30,90,10,1,C
222A,222A,15,1990,2004,14,90,10,1,C
222A,222A,15,2020,2062,42,90,10,1,C
222A,222A,15,2133,2143,10,90,10,1,C
222A,222A,15,2223,2236,13,90,10,1,C
222A,222A,15,2324,2387,63,90,10,1,C
222A,222A,15,2415,2498,83,90,10,1,C
222A,222A,15,2563,2616,53,90,10,1,C
222A,222A,15,2648,2700,52,90,10,1,C
222A,222A,15,2736,2771,35,90,10,1,C
222A,222A,15,2820,2832,12,90,10,1,C
222A,222A,15,2845,2861,16,90,10,1,C
222A,222A,15,2893,2910,17,90,10,1,C
222A,222A,15,2953,2974,21,90,10,1,C
222A,222A,28,9,85,76,90,10,1,C
222A,222A,28,110,234,124,90,10,1,C
222A,222A,28,268,397,129,90,10,1,C
222A,222A,28,551,588,37,90,10,1,C
222A,222A,28,607,637,30,90,10,1,C
222A,222A,28,691,706,15,90,10,1,C
222A,222A,28,873,896,23,90,10,1,C
222A,222A,28,901,961,60,90,10,1,C
222A,222A,28,970,984,14,90,10,1,C
222A,222A,28,996,1018,22,90,10,1,C
222A,222A,28,1179,1190,11,90,10,1,C
222A,222A,28,1267,1304,37,90,10,1,C
222A,222A,28,1390,1412,22,90,10,1,C
222A,222A,28,1444,1491,47,90,10,1,C
222A,222A,28,1551,1597,46,90,10,1,C
222A,222A,28,1602,1624,22,90,10,1,C
222A,222A,28,1681,1720,39,90,10,1,C
222A,222A,28,1751,1850,99,90,10,1,C
222A,222A,28,1895,1927,32,90,10,1,C
222A,222A,28,2008,2061,53,90,10,1,C
222A,222A,28,2073,2097,24,90,10,1,C
222A,222A,28,2110,2122,12,90,10,1,C
222A,222A,28,2131,2180,49,90,10,1,C
222A,222A,28,2234,2281,47,90,10,1,C
222A,222A,28,2339,2384,45,90,10,1,C
222A,222A,28,2461,2496,35,90,10,1,C
222A,222A,28,2523,2582,59,90,10,1,C
222A,222A,28,2640,2656,16,90,10,1,C
222A,222A,28,2680,2717,37,90,10,1,C
222A,222A,28,2750,2806,56,90,10,1,C
222A,222A,28,2834,2849,15,90,10,1,C
222A,222A,28,2880,3000,120,90,10,1,C
222G,222G,2,0,35,35,90,10,1,C
222G,222G,2,49,82,33,90,10,1,C
222G,222G,2,108,132,24,90,10,1,C
222G,222G,2,149,235,86,90,10,1,C
222G,222G,2,246,280,34,90,10,1,C
222G,222G,2,295,308,13,90,10,1,C
222G,222G,2,316,387,71,90,10,1,C
222G,222G,2,395,431,36,90,10,1,C
222G,222G,2,444,488,44,90,10,1,C
222G,222G,2,493,534,41,90,10,1,C
222G,222G,2,539,650,111,90,10,1,C
222G,222G,2,664,703,39,90,10,1,C
222G,222G,2,728,742,14,90,10,1,C
222G,222G,2,758,819,61,90,10,1,C
222G,222G,2,870,917,47,90,10,1,C
222G,222G,2,976,1003,27,90,10,1,C
222G,222G,2,1145,1167,22,90,10,1,C
222G,222G,2,1179,1194,15,90,10,1,C
222G,222G,2,1203,1300,97,90,10,1,C
222G,222G,2,1329,1368,39,90,10,1,C
222G,222G,2,1447,1555,108,90,10,1,C
222G,222G,2,1563,1583,20,90,10,1,C
222G,222G,2,1617,1781,164,90,10,1,C
222G,222G,2,1796,1895,99,90,10,1,C
222G,222G,2,1919,2000,81,90,10,1,C
222G,222G,2,2034,2131,97,90,10,1,C
222G,222G,2,2144,2252,108,90,10,1,C
222G,222G,2,2257,2427,170,90,10,1,C
222G,222G,2,2446,2505,59,90,10,1,C
222G,222G,2,2540,2566,26,90,10,1,C
222G,222G,2,2570,2637,67,90,10,1,C
222G,222G,2,2642,2657,15,90,10,1,C
222G,222G,2,2692,2878,186,90,10,1,C
222G,222G,2,2883,2968,85,90,10,1,C
222G,222G,15,0,45,45,90,10,1,C
222G,222G,15,71,119,48,90,10,1,C
222G,222G,15,145,163,18,90,10,1,C
222G,222G,15,173,216,43,90,10,1,C
222G,222G,15,221,556,335,90,10,1,C
222G,222G,15,561,719,158,90,10,1,C
222G,222G,15,723,771,48,90,10,1,C
222G,222G,15,825,843,18,90,10,1,C
222G,222G,15,940,1077,137,90,10,1,C
222G,222G,15,1092,1265,173,90,10,1,C
222G,222G,15,1295,1344,49,90,10,1,C
222G,222G,15,1355,1399,44,90,10,1,C
222G,222G,15,1403,1437,34,90,10,1,C
222G,222G,15,1445,1472,27,90,10,1,C
222G,222G,15,1477,1503,26,90,10,1,C
222G,222G,15,1508,1546,38,90,10,1,C
222G,222G,15,1544,1569,25,90,10,1,C
222G,222G,15,1581,1683,102,90,10,1,C
222G,222G,15,1691,1701,10,90,10,1,C
222G,222G,15,1706,1726,20,90,10,1,C
222G,222G,15,1737,1802,65,90,10,1,C
222G,222G,15,1850,1882,32,90,10,1,C
222G,222G,15,1887,1910,23,90,10,1,C
222G,222G,15,2025,2049,24,90,10,1,C
222G,222G,15,2054,2069,15,90,10,1,C
222G,222G,15,2076,2154,78,90,10,1,C
222G,222G,15,2168,2244,76,90,10,1,C
222G,222G,15,2255,2311,56,90,10,1,C
222G,222G,15,2316,2365,49,90,10,1,C
222G,222G,15,2370,2408,38,90,10,1,C
222G,222G,15,2449,2517,68,90,10,1,C
222G,222G,15,2527,2545,18,90,10,1,C
222G,222G,15,2600,2642,42,90,10,1,C
222G,222G,15,2748,2828,80,90,10,1,C
222G,222G,15,2853,2892,39,90,10,1,C
222G,222G,15,2908,2927,19,90,10,1,C
222G,222G,15,2961,2990,29,90,10,1,C
222G,222G,28,0,15,15,90,10,1,C
222G,222G,28,21,177,156,90,10,1,C
222G,222G,28,208,254,46,90,10,1,C
222G,222G,28,281,321,40,90,10,1,C
222G,222G,28,331,362,31,90,10,1,C
222G,222G,28,405,455,50,90,10,1,C
222G,222G,28,467,481,14,90,10,1,C
222G,222G,28,489,537,48,90,10,1,C
222G,222G,28,557,607,50,90,10,1,C
222G,222G,28,653,690,37,90,10,1,C
222G,222G,28,765,825,60,90,10,1,C
222G,222G,28,850,988,138,90,10,1,C
222G,222G,28,1005,1048,43,90,10,1,C
222G,222G,28,1060,1180,120,90,10,1,C
222G,222G,28,1186,1330,144,90,10,1,C
222G,222G,28,1353,1392,39,90,10,1,C
222G,222G,28,1412,1463,51,90,10,1,C
222G,222G,28,1486,1595,109,90,10,1,C
222G,222G,28,1617,1665,48,90,10,1,C
222G,222G,28,1696,1741,45,90,10,1,C
222G,222G,28,1773,1909,136,90,10,1,C
222G,222G,28,1938,2010,72,90,10,1,C
222G,222G,28,2019,2077,58,90,10,1,C
222G,222G,28,2105,2152,47,90,10,1,C
222G,222G,28,2165,2185,20,90,10,1,C
222G,222G,28,2208,2274,66,90,10,1,C
222G,222G,28,2311,2400,89,90,10,1,C
222G,222G,28,2408,2430,22,90,10,1,C
222G,222G,28,2437,2455,18,90,10,1,C
222G,222G,28,2486,2501,15,90,10,1,C
222G,222G,28,2541,2634,93,90,10,1,C
222G,222G,28,2656,2679,23,90,10,1,C
222G,222G,28,2689,2737,48,90,10,1,C
222G,222G,28,2752,2785,33,90,10,1,C
222G,222G,28,2790,2930,140,90,10,1,C
222G,222G,28,2943,2974,31,90,10,1,C
222G,222G,28,2981,2995,14,90,10,1,C
223A,223A,2,8,40,32,90,10,1,C
223A,223A,2,47,138,91,90,10,1,C
223A,223A,2,205,285,80,90,10,1,C
223A,223A,2,292,375,83,90,10,1,C
223A,223A,2,395,430,35,90,10,1,C
223A,223A,2,440,450,10,90,10,1,C
223A,223A,2,483,517,34,90,10,1,C
223A,223A,2,550,604,54,90,10,1,C
223A,223A,2,675,715,40,90,10,1,C
223A,223A,2,747,790,43,90,10,1,C
223A,223A,2,836,870,34,90,10,1,C
223A,223A,2,900,920,20,90,10,1,C
223A,223A,2,935,965,30,90,10,1,C
223A,223A,2,992,1053,61,90,10,1,C
223A,223A,2,1079,1118,39,90,10,1,C
223A,223A,2,1123,1133,10,90,10,1,C
223A,223A,2,1142,1252,110,90,10,1,C
223A,223A,2,1275,1307,32,90,10,1,C
223A,223A,2,1312,1339,27,90,10,1,C
223A,223A,2,1400,1441,41,90,10,1,C
223A,223A,2,1483,1597,114,90,10,1,C
223A,223A,2,1630,1667,37,90,10,1,C
223A,223A,2,1759,1799,40,90,10,1,C
223A,223A,2,1850,1870,20,90,10,1,C
223A,223A,2,1874,1930,56,90,10,1,C
223A,223A,2,1935,1955,20,90,10,1,C
223A,223A,2,1967,1980,13,90,10,1,C
223A,223A,2,2000,2021,21,90,10,1,C
223A,223A,2,2072,2110,38,90,10,1,C
223A,223A,2,2139,2164,25,90,10,1,C
223A,223A,2,2175,2284,109,90,10,1,C
223A,223A,2,2295,2343,48,90,10,1,C
223A,223A,2,2440,2501,61,90,10,1,C
223A,223A,2,2517,2587,70,90,10,1,C
223A,223A,2,2620,2697,77,90,10,1,C
223A,223A,2,2709,2723,14,90,10,1,C
223A,223A,2,2780,2806,26,90,10,1,C
223A,223A,2,2820,2893,73,90,10,1,C
223A,223A,2,2983,3000,17,90,10,1,C
223A,223A,15,5,30,25,90,10,1,C
223A,223A,15,55,220,165,90,10,1,C
223A,223A,15,293,310,17,90,10,1,C
223A,223A,15,352,388,36,90,10,1,C
223A,223A,15,403,539,136,90,10,1,C
223A,223A,15,559,601,42,90,10,1,C
223A,223A,15,608,700,92,90,10,1,C
223A,223A,15,707,722,15,90,10,1,C
223A,223A,15,785,841,56,90,10,1,C
223A,223A,15,850,861,11,90,10,1,C
223A,223A,15,900,910,10,90,10,1,C
223A,223A,15,920,939,19,90,10,1,C
223A,223A,15,952,968,16,90,10,1,C
223A,223A,15,1034,1074,40,90,10,1,C
223A,223A,15,1128,1153,25,90,10,1,C
223A,223A,15,1161,1175,14,90,10,1,C
223A,223A,15,1202,1236,34,90,10,1,C
223A,223A,15,1252,1284,32,90,10,1,C
223A,223A,15,1310,1340,30,90,10,1,C
223A,223A,15,1347,1400,53,90,10,1,C
223A,223A,15,1405,1424,19,90,10,1,C
223A,223A,15,1441,1470,29,90,10,1,C
223A,223A,15,1542,1579,37,90,10,1,C
223A,223A,15,1630,1659,29,90,10,1,C
223A,223A,15,1666,1698,32,90,10,1,C
223A,223A,15,1707,1735,28,90,10,1,C
223A,223A,15,1745,1756,11,90,10,1,C
223A,223A,15,1850,1860,10,90,10,1,C
223A,223A,15,1889,1927,38,90,10,1,C
223A,223A,15,1994,2015,21,90,10,1,C
223A,223A,15,2096,2111,15,90,10,1,C
223A,223A,15,2169,2202,33,90,10,1,C
223A,223A,15,2211,2240,29,90,10,1,C
223A,223A,15,2274,2360,86,90,10,1,C
223A,223A,15,2371,2462,91,90,10,1,C
223A,223A,15,2478,2500,22,90,10,1,C
223A,223A,15,2549,2594,45,90,10,1,C
223A,223A,15,2615,2710,95,90,10,1,C
223A,223A,15,2764,2819,55,90,10,1,C
223A,223A,15,2845,2963,118,90,10,1,C
223A,223A,15,2990,3000,10,90,10,1,C
223A,223A,28,0,45,45,90,10,1,C
223A,223A,28,55,81,26,90,10,1,C
223A,223A,28,91,184,93,90,10,1,C
223A,223A,28,228,250,22,90,10,1,C
223A,223A,28,295,353,58,90,10,1,C
223A,223A,28,375,420,45,90,10,1,C
223A,223A,28,435,493,58,90,10,1,C
223A,223A,28,505,550,45,90,10,1,C
223A,223A,28,566,626,60,90,10,1,C
223A,223A,28,640,664,24,90,10,1,C
223A,223A,28,683,715,32,90,10,1,C
223A,223A,28,748,768,20,90,10,1,C
223A,223A,28,810,839,29,90,10,1,C
223A,223A,28,848,858,10,90,10,1,C
223A,223A,28,929,942,13,90,10,1,C
223A,223A,28,949,992,43,90,10,1,C
223A,223A,28,1007,1020,13,90,10,1,C
223A,223A,28,1095,1225,130,90,10,1,C
223A,223A,28,1231,1261,30,90,10,1,C
223A,223A,28,1271,1312,41,90,10,1,C
223A,223A,28,1330,1373,43,90,10,1,C
223A,223A,28,1387,1402,15,90,10,1,C
223A,223A,28,1505,1555,50,90,10,1,C
223A,223A,28,1568,1624,56,90,10,1,C
223A,223A,28,1660,1702,42,90,10,1,C
223A,223A,28,1767,1819,52,90,10,1,C
223A,223A,28,1848,1901,53,90,10,1,C
223A,223A,28,1920,2022,102,90,10,1,C
223A,223A,28,2028,2090,62,90,10,1,C
223A,223A,28,2107,2186,79,90,10,1,C
223A,223A,28,2197,2228,31,90,10,1,C
223A,223A,28,2261,2288,27,90,10,1,C
223A,223A,28,2294,2353,59,90,10,1,C
223A,223A,28,2454,2537,83,90,10,1,C
223A,223A,28,2575,2614,39,90,10,1,C
223A,223A,28,2633,2646,13,90,10,1,C
223A,223A,28,2652,2665,13,90,10,1,C
223A,223A,28,2706,2732,26,90,10,1,C
223A,223A,28,2737,2752,15,90,10,1,C
223A,223A,28,2757,2791,34,90,10,1,C
223A,223A,28,2797,2821,24,90,10,1,C
223A,223A,28,2896,2920,24,90,10,1,C
223A,223A,28,2926,2947,21,90,10,1,C
223G,223G,2,32,68,36,90,10,1,C
223G,223G,2,94,124,30,90,10,1,C
223G,223G,2,135,167,32,90,10,1,C
223G,223G,2,200,213,13,90,10,1,C
223G,223G,2,770,812,42,90,10,1,C
223G,223G,2,858,931,73,90,10,1,C
223G,223G,2,992,1040,48,90,10,1,C
223G,223G,15,0,94,94,90,10,1,C
223G,223G,15,123,227,104,90,10,1,C
223G,223G,15,630,681,51,90,10,1,C
223G,223G,15,733,758,25,90,10,1,C
223G,223G,15,801,835,34,90,10,1,C
223G,223G,15,868,902,34,90,10,1,C
223G,223G,15,918,1001,83,90,10,1,C
223G,223G,15,1127,1140,13,90,10,1,C
223G,223G,15,1320,1343,23,90,10,1,C
223G,223G,15,1368,1391,23,90,10,1,C
223G,223G,15,1579,1653,74,90,10,1,C
223G,223G,15,1965,1999,34,90,10,1,C
223G,223G,15,2091,2111,20,90,10,1,C
223G,223G,15,2281,2313,32,90,10,1,C
223G,223G,15,2371,2397,26,90,10,1,C
223G,223G,15,2502,2552,50,90,10,1,C
223G,223G,28,93,128,35,90,10,1,C
223G,223G,28,235,275,40,90,10,1,C
223G,223G,28,413,436,23,90,10,1,C
223G,223G,28,718,738,20,90,10,1,C
223G,223G,28,798,820,22,90,10,1,C
223G,223G,28,990,1067,77,90,10,1,C
223G,223G,28,1251,1283,32,90,10,1,C
223G,223G,28,1327,1351,24,90,10,1,C
223G,223G,28,1367,1387,20,90,10,1,C
223G,223G,28,1503,1513,10,90,10,1,C
223G,223G,28,1574,1603,29,90,10,1,C
223G,223G,28,1700,1714,14,90,10,1,C
223G,223G,28,1980,2011,31,90,10,1,C
223G,223G,28,2091,2109,18,90,10,1,C
223G,223G,28,2456,2476,20,90,10,1,C
223G,223G,28,2653,2674,21,90,10,1,C
223G,223G,28,2813,2832,19,90,10,1,C
223G,223G,28,2865,2892,27,90,10,1,C
223G,223G,28,2929,2955,26,90,10,1,C
223G,223G,28,2970,2988,18,90,10,1,C
224A,224A,2,0,15,15,90,10,1,C
224A,224A,2,25,46,21,90,10,1,C
224A,224A,2,66,100,34,90,10,1,C
224A,224A,2,149,185,36,90,10,1,C
224A,224A,2,231,274,43,90,10,1,C
224A,224A,2,293,309,16,90,10,1,C
224A,224A,2,360,388,28,90,10,1,C
224A,224A,2,420,460,40,90,10,1,C
224A,224A,2,470,507,37,90,10,1,C
224A,224A,2,562,608,46,90,10,1,C
224A,224A,2,617,646,29,90,10,1,C
224A,224A,2,681,705,24,90,10,1,C
224A,224A,2,710,728,18,90,10,1,C
224A,224A,2,745,772,27,90,10,1,C
224A,224A,2,824,845,21,90,10,1,C
224A,224A,2,859,875,16,90,10,1,C
224A,224A,2,900,914,14,90,10,1,C
224A,224A,2,925,936,11,90,10,1,C
224A,224A,2,942,961,19,90,10,1,C
224A,224A,2,970,985,15,90,10,1,C
224A,224A,2,1004,1091,87,90,10,1,C
224A,224A,2,1123,1183,60,90,10,1,C
224A,224A,2,1303,1339,36,90,10,1,C
224A,224A,2,1440,1510,70,90,10,1,C
224A,224A,2,1530,1584,54,90,10,1,C
224A,224A,2,1593,1605,12,90,10,1,C
224A,224A,2,1641,1665,24,90,10,1,C
224A,224A,2,1670,1682,12,90,10,1,C
224A,224A,2,1690,1708,18,90,10,1,C
224A,224A,2,1880,1895,15,90,10,1,C
224A,224A,2,1906,1930,24,90,10,1,C
224A,224A,2,1968,2011,43,90,10,1,C
224A,224A,2,2041,2067,26,90,10,1,C
224A,224A,2,2146,2162,16,90,10,1,C
224A,224A,2,2202,2248,46,90,10,1,C
224A,224A,2,2292,2353,61,90,10,1,C
224A,224A,2,2374,2447,73,90,10,1,C
224A,224A,2,2483,2509,26,90,10,1,C
224A,224A,2,2553,2572,19,90,10,1,C
224A,224A,2,2598,2628,30,90,10,1,C
224A,224A,2,2640,2651,11,90,10,1,C
224A,224A,2,2694,2721,27,90,10,1,C
224A,224A,2,2755,2785,30,90,10,1,C
224A,224A,2,2791,2820,29,90,10,1,C
224A,224A,2,2860,2894,34,90,10,1,C
224A,224A,2,2957,2984,27,90,10,1,C
224A,224A,15,17,41,24,90,10,1,C
224A,224A,15,61,91,30,90,10,1,C
224A,224A,15,107,141,34,90,10,1,C
224A,224A,15,179,197,18,90,10,1,C
224A,224A,15,215,267,52,90,10,1,C
224A,224A,15,314,346,32,90,10,1,C
224A,224A,15,354,365,11,90,10,1,C
224A,224A,15,372,415,43,90,10,1,C
224A,224A,15,430,455,25,90,10,1,C
224A,224A,15,475,541,66,90,10,1,C
224A,224A,15,625,635,10,90,10,1,C
224A,224A,15,650,665,15,90,10,1,C
224A,224A,15,694,708,14,90,10,1,C
224A,224A,15,753,763,10,90,10,1,C
224A,224A,15,768,787,19,90,10,1,C
224A,224A,15,879,901,22,90,10,1,C
224A,224A,15,1005,1040,35,90,10,1,C
224A,224A,15,1127,1152,25,90,10,1,C
224A,224A,15,1240,1257,17,90,10,1,C
224A,224A,15,1279,1312,33,90,10,1,C
224A,224A,15,1331,1344,13,90,10,1,C
224A,224A,15,1358,1382,24,90,10,1,C
224A,224A,15,1464,1489,25,90,10,1,C
224A,224A,15,1545,1558,13,90,10,1,C
224A,224A,15,1568,1625,57,90,10,1,C
224A,224A,15,1633,1694,61,90,10,1,C
224A,224A,15,1702,1721,19,90,10,1,C
224A,224A,15,1729,1751,22,90,10,1,C
224A,224A,15,1763,1783,20,90,10,1,C
224A,224A,15,1814,1825,11,90,10,1,C
224A,224A,15,1919,1955,36,90,10,1,C
224A,224A,15,2075,2188,113,90,10,1,C
224A,224A,15,2219,2282,63,90,10,1,C
224A,224A,15,2337,2370,33,90,10,1,C
224A,224A,15,2380,2396,16,90,10,1,C
224A,224A,15,2402,2416,14,90,10,1,C
224A,224A,15,2427,2451,24,90,10,1,C
224A,224A,15,2463,2491,28,90,10,1,C
224A,224A,15,2497,2516,19,90,10,1,C
224A,224A,15,2604,2686,82,90,10,1,C
224A,224A,15,2725,2741,16,90,10,1,C
224A,224A,15,2782,2795,13,90,10,1,C
224A,224A,15,2882,2950,68,90,10,1,C
224A,224A,15,2953,2995,42,90,10,1,C
224A,224A,28,55,134,79,90,10,1,C
224A,224A,28,207,242,35,90,10,1,C
224A,224A,28,394,430,36,90,10,1,C
224A,224A,28,442,491,49,90,10,1,C
224A,224A,28,550,643,93,90,10,1,C
224A,224A,28,674,710,36,90,10,1,C
224A,224A,28,726,736,10,90,10,1,C
224A,224A,28,791,809,18,90,10,1,C
224A,224A,28,861,886,25,90,10,1,C
224A,224A,28,951,970,19,90,10,1,C
224A,224A,28,1029,1086,57,90,10,1,C
224A,224A,28,1241,1268,27,90,10,1,C
224A,224A,28,1277,1302,25,90,10,1,C
224A,224A,28,1307,1319,12,90,10,1,C
224A,224A,28,1328,1354,26,90,10,1,C
224A,224A,28,1385,1437,52,90,10,1,C
224A,224A,28,1446,1459,13,90,10,1,C
224A,224A,28,1468,1483,15,90,10,1,C
224A,224A,28,1552,1572,20,90,10,1,C
224A,224A,28,1585,1646,61,90,10,1,C
224A,224A,28,1660,1680,20,90,10,1,C
224A,224A,28,1688,1761,73,90,10,1,C
224A,224A,28,1906,1967,61,90,10,1,C
224A,224A,28,2010,2046,36,90,10,1,C
224A,224A,28,2055,2118,63,90,10,1,C
224A,224A,28,2123,2145,22,90,10,1,C
224A,224A,28,2153,2165,12,90,10,1,C
224A,224A,28,2184,2224,40,90,10,1,C
224A,224A,28,2302,2349,47,90,10,1,C
224A,224A,28,2385,2415,30,90,10,1,C
224A,224A,28,2433,2445,12,90,10,1,C
224A,224A,28,2472,2485,13,90,10,1,C
224A,224A,28,2493,2516,23,90,10,1,C
224A,224A,28,2553,2585,32,90,10,1,C
224A,224A,28,2605,2633,28,90,10,1,C
224A,224A,28,2804,2845,41,90,10,1,C
224A,224A,28,2857,2897,40,90,10,1,C
224A,224A,28,2918,2941,23,90,10,1,C
224A,224A,28,2987,3000,13,90,10,1,C
224G,224G,2,0,51,51,90,10,1,C
224G,224G,2,60,82,22,90,10,1,C
224G,224G,2,111,131,20,90,10,1,C
224G,224G,2,142,244,102,90,10,1,C
224G,224G,2,297,328,31,90,10,1,C
224G,224G,2,333,367,34,90,10,1,C
224G,224G,2,387,405,18,90,10,1,C
224G,224G,2,420,494,74,90,10,1,C
224G,224G,2,505,529,24,90,10,1,C
224G,224G,2,553,576,23,90,10,1,C
224G,224G,2,598,623,25,90,10,1,C
224G,224G,2,634,661,27,90,10,1,C
224G,224G,2,678,702,24,90,10,1,C
224G,224G,2,778,828,50,90,10,1,C
224G,224G,2,853,1114,261,90,10,1,C
224G,224G,2,1129,1147,18,90,10,1,C
224G,224G,2,1160,1178,18,90,10,1,C
224G,224G,2,1194,1216,22,90,10,1,C
224G,224G,2,1229,1258,29,90,10,1,C
224G,224G,2,1298,1348,50,90,10,1,C
224G,224G,2,1364,1436,72,90,10,1,C
224G,224G,2,1441,1461,20,90,10,1,C
224G,224G,2,1470,1485,15,90,10,1,C
224G,224G,2,1509,1530,21,90,10,1,C
224G,224G,2,1558,1625,67,90,10,1,C
224G,224G,2,1641,1673,32,90,10,1,C
224G,224G,2,1684,1741,57,90,10,1,C
224G,224G,2,1753,1796,43,90,10,1,C
224G,224G,2,1889,1902,13,90,10,1,C
224G,224G,2,1909,1936,27,90,10,1,C
224G,224G,2,1954,1981,27,90,10,1,C
224G,224G,2,2008,2055,47,90,10,1,C
224G,224G,2,2060,2116,56,90,10,1,C
224G,224G,2,2192,2213,21,90,10,1,C
224G,224G,2,2219,2245,26,90,10,1,C
224G,224G,2,2320,2344,24,90,10,1,C
224G,224G,2,2365,2435,70,90,10,1,C
224G,224G,2,2441,2508,67,90,10,1,C
224G,224G,2,2524,2540,16,90,10,1,C
224G,224G,2,2551,2625,74,90,10,1,C
224G,224G,2,2647,2722,75,90,10,1,C
224G,224G,2,2727,2767,40,90,10,1,C
224G,224G,2,2774,2796,22,90,10,1,C
224G,224G,2,2854,2878,24,90,10,1,C
224G,224G,2,2915,2983,68,90,10,1,C
224G,224G,2,2988,3000,12,90,10,1,C
224G,224G,15,125,141,16,90,10,1,C
224G,224G,15,174,205,31,90,10,1,C
224G,224G,15,211,266,55,90,10,1,C
224G,224G,15,294,346,52,90,10,1,C
224G,224G,15,430,456,26,90,10,1,C
224G,224G,15,775,870,95,90,10,1,C
224G,224G,15,887,914,27,90,10,1,C
224G,224G,15,922,982,60,90,10,1,C
224G,224G,15,989,1019,30,90,10,1,C
224G,224G,15,1025,1043,18,90,10,1,C
224G,224G,15,1048,1079,31,90,10,1,C
224G,224G,15,1088,1154,66,90,10,1,C
224G,224G,15,1159,1218,59,90,10,1,C
224G,224G,15,1223,1260,37,90,10,1,C
224G,224G,15,1265,1304,39,90,10,1,C
224G,224G,15,1311,1331,20,90,10,1,C
224G,224G,15,1376,1430,54,90,10,1,C
224G,224G,15,1459,1507,48,90,10,1,C
224G,224G,15,1514,1547,33,90,10,1,C
224G,224G,15,1566,1585,19,90,10,1,C
224G,224G,15,1606,1641,35,90,10,1,C
